2048;1988
2048;1987
2048;1987
2048;1989
2048;1989
2048;1988
2048;1994
2048;1986
2048;1989
2041;1990
2048;1988
2025;1990
2039;1987
2039;1987
2048;1988
2037;1988
2039;1987
2040;1989
2039;1988
2038;1988
2035;1987
2048;1989
2048;1988
2048;1987
2048;1989
2048;1988
2048;1988
2048;1988
2048;1987
2048;1987
2048;1988
2048;1988
2048;1988
2035;1987
2037;1989
2039;1988
2039;1989
2040;1985
2039;1987
2048;1989
2039;1987
2048;1987
2048;1988
2048;1989
2052;1988
2048;1988
2048;1986
2048;1989
2059;1988
2049;1991
2048;1986
2037;1989
2039;1985
2048;1989
2038;2003
2037;1991
2041;1982
2048;1987
2048;1987
2039;1987
2041;1991
2048;1988
2048;1988
2048;1978
2048;1989
2048;1989
2048;1988
2048;1988
2048;1989
2048;1988
2048;1987
2048;1987
2039;1988
2040;1983
2040;1989
2048;1988
2036;1994
2039;1988
2036;1989
2039;1989
2039;1988
2048;1988
2048;1988
2048;1992
2048;1991
2049;1987
2048;1988
2048;1991
2048;1987
2048;1989
2039;1996
2048;1994
2048;1989
2039;1988
2048;1989
2037;1986
2048;1988
2039;1988
2048;1989
2048;1989
2039;1988
2048;1987
2061;1987
2048;1974
2048;1987
2055;1990
2053;1987
2048;1992
2050;1989
2048;1988
2048;1987
2041;1989
2048;1994
2048;1989
2057;1985
2039;1991
2029;1987
2037;1988
2048;1989
2039;1991
2048;1985
2048;1989
2048;1987
2054;1987
2048;1990
2048;1989
2048;1987
2048;1985
2048;1989
2048;1983
2048;1987
2048;1992
2041;1971
2039;1987
2048;1987
2036;1988
2037;1988
2048;1986
2048;1987
2048;1989
2031;1988
2048;1988
2048;1988
2048;1987
2048;1988
2048;1988
2048;1988
2048;1989
2048;1979
2048;1983
2048;1988
2038;1994
2040;1986
2038;1989
2039;1986
2041;1987
2038;1989
2048;1990
2287;1988
2048;1987
2048;1987
2048;1989
2048;1986
2048;1987
2048;1983
2048;1983
2048;1987
2048;1987
2048;1989
2048;1988
2048;1969
2048;1988
2048;1993
2048;1989
2039;1986
2027;1993
2038;1987
2048;1988
2039;1988
2048;1988
2039;1985
2051;1999
2048;1989
2048;1989
2048;1987
2048;1985
2048;1987
2048;1987
2049;1977
2048;1988
2048;1989
2048;1989
2048;1988
2048;1994
2048;1988
2048;1989
2038;1988
2039;1982
2041;1988
2048;1986
2033;1983
2048;1991
2048;1989
2048;1991
2048;1984
2048;1989
2048;1989
2048;1990
2048;1987
2048;1985
2048;1988
2048;1993
2038;1989
2041;1987
2040;1987
2039;1987
2039;1988
2048;1980
2041;1988
2039;1989
2048;1990
2048;1987
2048;1986
2048;1989
2039;1988
2048;1988
2048;1988
2040;1974
2048;1988
2048;1988
2048;1988
2048;1989
2038;1989
2038;1987
2048;1990
2037;1988
2039;1989
2036;1987
2041;1988
2048;1987
2037;1993
2039;1985
2049;1987
2048;1990
2048;1988
2049;1988
2048;1986
2049;1989
2048;1985
2048;1989
2048;1988
2010;1985
2048;1985
2035;1989
2037;1988
2039;1991
2048;1987
2039;1993
2048;1989
2038;1980
2039;1987
2038;1992
2048;1982
2049;1989
2054;1988
2048;1990
2048;1987
2042;1991
2048;1989
2048;1989
2048;1988
2040;1993
2048;1989
2048;1983
2039;1989
2037;1988
2048;1988
2035;1988
2039;1987
2037;1987
2068;1986
2039;1986
2048;1984
2039;1991
2048;1987
2048;1989
2048;1988
2049;1987
2037;1987
2048;1989
2038;1988
2048;2008
2048;1988
2037;1987
2039;1989
2038;1992
2035;1989
2031;1987
2048;1987
2039;1988
2041;1992
2038;1989
2036;1987
2051;1991
2058;1988
2048;1989
2053;1983
2048;1987
2048;1990
2048;1994
2048;1988
2048;1982
2048;1985
2033;1989
2033;1982
2041;1988
2037;1988
2039;1990
2035;1983
2040;1989
2048;1983
2101;1972
2037;1989
2039;1992
2048;1991
2048;1985
2048;1989
2051;1993
2029;1991
2078;1990
2048;1990
2039;1989
2037;1989
2036;1990
2048;1988
2036;1989
2048;1990
2048;1990
2048;1988
2039;1988
2049;1988
2019;1989
2048;1989
2048;1989
2048;1988
2048;1989
2059;2024
2048;1986
2049;1989
2051;1989
2048;1987
2048;1990
2037;1989
2048;1991
2039;1990
2039;1988
2048;1992
2035;1987
2033;1988
2048;1991
2037;1989
2051;1986
2048;1990
2048;1987
2048;1986
2048;1989
2050;1989
2048;1988
2040;1989
2048;1985
2048;1990
2048;1990
2038;1994
2038;1982
2036;1985
2039;1989
2048;1986
2038;1989
2048;1987
2040;1988
2037;1990
2048;1989
2048;1989
2036;1992
2048;1987
2048;1999
2048;1989
2048;1986
2048;1989
2048;1988
2048;1989
2048;1989
2048;1989
2048;1989
2031;1991
2040;1989
2048;1985
2039;1988
2038;1987
2040;1991
2036;1991
2039;1988
2048;1989
2049;1986
2048;1983
2040;1994
2050;1994
2051;1988
2052;1989
2048;1991
2048;1988
2048;1987
2039;1991
2039;1988
2039;1985
2037;1989
2038;1989
2048;1985
2048;1990
2048;1988
2048;1989
2037;1988
2040;1990
2048;1989
2048;1989
2048;1988
2048;1989
2048;1989
2048;1994
2048;1989
2037;1991
2040;1990
2048;1989
2052;1987
2037;1986
2048;1988
2035;1986
2039;2002
2036;1988
2034;1988
2048;1992
2037;1986
2041;1989
2039;1987
2040;1987
2036;2005
2056;1989
2048;1992
2050;1986
2048;1990
2035;1989
2041;1990
2048;1990
2048;1985
2037;1985
2038;1987
2033;1988
2041;1989
2048;1994
2039;1988
2039;1988
2041;1983
2038;1988
2048;1983
2048;1989
2048;1988
2050;1989
2048;1987
2048;1978
2048;1991
2033;1971
2048;1989
2048;1994
2049;1988
2048;1989
2036;1987
2034;1989
2059;1989
2048;1988
2048;1987
2048;1987
2031;1987
2037;1988
2048;1988
2050;1988
2048;1989
2048;1988
2056;1987
2049;1988
2031;1988
2034;1989
2048;1991
2049;1986
2055;1989
2018;1990
2038;1989
2049;1988
2048;1990
2031;1989
2048;1987
2048;1988
2039;1990
2040;1989
2051;1989
2048;1993
2048;2007
2053;1987
2048;1988
2048;1988
2048;1987
2048;1991
2041;2012
2048;1987
2048;1988
2039;1988
2013;1985
2031;1991
2037;1992
2048;1988
2051;1988
2033;1991
2041;1988
2048;1987
2048;1989
2048;1988
2048;1989
2057;1987
2048;1988
2035;1987
2048;1989
2038;1988
2048;1989
2048;1987
2048;1986
2040;1988
3218;1750
3556;1515
1984;1588
1856;1647
1895;1691
1955;1726
1997;1751
2020;1769
2039;1780
2063;1797
2071;1810
2068;1814
2083;1816
2075;1822
2086;1831
2078;1838
2095;1830
2098;1822
2106;1827
2111;1847
2083;1831
2078;1837
2092;1837
2111;1834
2099;1832
2093;1839
2083;1843
2090;1841
2092;1843
2093;1843
2099;1845
2099;1847
2104;1847
2104;1845
2107;1845
2086;1846
2093;1850
2077;1850
2082;1849
2083;1850
2089;1853
2095;1851
2094;1850
2088;1850
2094;1852
2089;1851
2089;1867
2080;1851
2094;1850
2092;1851
2091;1851
2095;1852
2083;1851
2104;1853
2107;1850
2092;1851
2088;1846
2093;1851
2095;1851
2089;1847
2099;1852
2077;1850
2082;1853
2099;1852
2091;1851
2090;1851
2095;1851
2093;1852
2098;1852
2098;1852
2102;1851
2092;1848
2099;1850
2100;1851
2099;1856
2098;1851
2088;1850
2092;1851
2095;1851
2108;1850
2101;1850
2092;1849
2086;1851
2101;1854
2095;1849
2094;1850
2093;1851
2101;1849
2079;1851
2082;1851
2102;1851
2110;1848
2106;1851
2103;1847
2104;1853
2104;1850
2099;1851
2083;1851
2094;1849
2093;1851
2091;1853
2104;1850
2089;1853
2085;1853
2100;1853
2093;1851
2091;1831
2102;1852
2095;1852
2099;1846
2100;1851
2087;1854
2105;1852
2099;1853
2098;1853
2104;1850
2095;1853
2075;1857
2107;1851
2116;1852
2100;1854
2088;1852
2116;1854
2090;1849
2091;1853
2103;1853
2105;1857
2087;1863
2098;1865
2094;1852
2107;1852
2098;1858
2093;1853
2101;1856
2109;1854
2095;1850
2102;1854
2094;1852
2083;1850
2100;1853
2121;1853
2092;1856
2101;1854
2094;1851
2078;1855
2095;1853
2097;1851
2092;1855
2101;1854
2086;1853
2106;1856
2104;1853
2110;1860
2109;1856
2099;1855
2105;1857
2095;1857
2094;1858
2081;1856
2088;1857
2106;1855
2110;1860
2102;1857
2095;1855
2105;1855
2089;1858
2086;1851
2099;1855
2099;1857
2099;1857
2099;1859
2111;1860
2097;1863
2106;1860
2108;1861
2105;1858
2079;1862
2103;1861
2106;1862
